actualize	actualizes
actualize	actualizing
actuary	actuaries
actuate	actuated
actuate	actuates
actuate	actuating
actuation	actuations
actuator	actuators
acuity	acuities
acumen	acumens
acupoint	acupoints
acupuncture	acupunctures
acupuncturist	acupuncturists
acute	acuter
acute	acutest
acuteness	acutenesses
acyl	acyls
ad	ads
ad-lib	ad-libbed
ad-lib	ad-libbing
ad-lib	ad-libs
adage	adages
adapt	adapted
adapt	adapting
adapt	adapts
adaptability	adaptabilities
adaptation	adaptations
adapter	adapters
adaption	adaptions
adaptogen	adaptogens
adaptor	adaptors
add	added
add	adding
add	adds
add-on	add-ons
addendum	addenda
addendum	addendums
adder	adders
addict	addicted
addict	addicting
addict	addicts
addiction	addictions
adding-machine	adding-machines
addition	additions
additive	additives
addle	addled
addle	addles
addle	addling
address	addressed
address	addresses
address	addressing
addressee	addressees
adduce	adduced
adduce	adduces
adduce	adducing
adduct	adducted
adduct	adducting
adduct	adducts
adductor	adductors
ade	ades
adenine	adenines
adenocarcinoma	adenocarcinomas
adenocarcinoma	adenocarcinomata
adenoid	adenoids
adenoma	adenomas
adenoma	adenomata
adenosine	adenosines
adenovirus	adenoviruses
adept	adepts
adequacy	adequacies
adhere	adhered
adhere	adheres
adhere	adhering
adherence	adherences
adherent	adherents
adhesin	adhesins
adhesion	adhesions
adhesive	adhesives
adieu	adieus
adieu	adieux
adipocyte	adipocytes
adit	adits
adjacency	adjacencies
adjective	adjectives
adjoin	adjoined
adjoin	adjoining
adjoin	adjoins
adjoint	adjoints
adjourn	adjourned
adjourn	adjourning
adjourn	adjourns
adjournment	adjournments
adjudge	adjudged
adjudge	adjudges
adjudge	adjudging
adjudicate	adjudicated
adjudicate	adjudicates
adjudicate	adjudicating
adjudication	adjudications
adjudicator	adjudicators
adjunct	adjuncts
adjure	adjured
adjure	adjures
adjure	adjuring
adjust	adjusted
adjust	adjusting
adjust	adjusts
adjuster	adjusters
adjustment	adjustments
adjutant	adjutants
adjuvant	adjuvants
adm	adms
administer	administered
administer	administering
administer	administers
administrate	administrated
administrate	administrates
administrate	administrating
administration	administrations
administrator	administrators
admiral	admirals
admiralty	admiralties
admire	admired
admire	admires
admire	admiring
admirer	admirers
admission	admissions
admit	admits
admit	admitted
admit	admitting
admittance	admittances
admix	admixed
admix	admixes
admix	admixing
admixture	admixtures
admonish	admonished
admonish	admonishes
admonish	admonishing
admonition	admonitions
adolescent	adolescents
adopt	adopted
adopt	adopting
adopt	adopts
adoptee	adoptees
adopter	adopters
adoption	adoptions
adore	adored
adore	adores
adore	adoring
adorer	adorers
adorn	adorned
adorn	adorning
adorn	adorns
adornment	adornments
adrenal	adrenals
adroit	adroiter
adroit	adroitest
adsorb	adsorbed
adsorb	adsorbing
adsorb	adsorbs
adsorbate	adsorbates
adsorbent	adsorbents
adsorber	adsorbers
adsorption	adsorptions
adult	adults
adulterant	adulterants
adulterate	adulterated
adulterate	adulterates
adulterate	adulterating
adulteration	adulterations
adulterer	adulterers
adulteress	adulteresses
adultery	adulteries
adumbrate	adumbrated
adumbrate	adumbrates
adumbrate	adumbrating
advance	advanced
advance	advances
advance	advancing
advancement	advancements
advantage	advantaged
advantage	advantages
advantage	advantaging
advent	advents
adventure	adventured
adventure	adventures
adventure	adventuring
adventurer	adventurers
adverb	adverbs
adverbial	adverbials
adversary	adversaries
adversity	adversities
advert	adverted
advert	adverting
advert	adverts
advertise	advertised
advertise	advertises
advertise	advertising
advertisement	advertisements
advertiser	advertisers
advertize	advertized
advertize	advertizes
advertize	advertizing
advertorial	advertorials
advice	advices
advisability	advisabilities
advise	advised
advise	advises
advise	advising
adviser	advisers
advisor	advisors
advisory	advisories
advocacy	advocacies
advocate	advocated
advocate	advocates
advocate	advocating
adze	adzes
aegis	aegises
aeon	aeons
aerate	aerated
aerate	aerates
aerate	aerating
aeration	aerations
aerator	aerators
aerial	aerials
aerodrome	aerodromes
aerodynamic	aerodynamics
aerogel	aerogels
aeronaut	aeronauts
aeroplane	aeroplanes
aerosol	aerosols
aerospace	aerospaces
aesthete	aesthetes
aesthetic	aesthetics
aether	aethers
aetiology	aetiologies
af	afs
affair	affairs
affect	affected
affect	affecting
affect	affects
affectation	affectations
affection	affections
affective	affectives
affidavit	affidavits
affiliate	affiliated
affiliate	affiliates
affiliate	affiliating
affiliation	affiliations
affinity	affinities
affirm	affirmed
affirm	affirming
affirm	affirms
affirmation	affirmations
affirmative	affirmatives
affix	affixed
affix	affixes
affix	affixing
afflict	afflicted
afflict	afflicting
afflict	afflicts
affliction	afflictions
affluent	affluents
afford	afforded
afford	affording
afford	affords
affordance	affordances
afforest	afforested
afforest	afforesting
afforest	afforests
affray	affrays
affront	affronted
affront	affronting
affront	affronts
afghan	afghans
aflatoxin	aflatoxins
african	africans
afrikaner	afrikaners
afro	afros
after	afters
after-effect	after-effects
after-shave	after-shaves
afterbirth	afterbirths
afterburner	afterburners
afterglow	afterglows
afterlife	afterlives
aftermath	aftermaths
afternoon	afternoons
aftershave	aftershaves
aftertaste	aftertastes
afterthought	afterthoughts
ag	ags
agar	agars
agate	agates
agave	agaves
age	aged
age	ageing
age	ages
age	aging
age-group	age-groups
agency	agencies
agenda	agendas
agendum	agenda
agendum	agendums
agent	agents
agglomerate	agglomerated
agglomerate	agglomerates
agglomerate	agglomerating
agglomeration	agglomerations
agglutinate	agglutinated
agglutinate	agglutinates
agglutinate	agglutinating
agglutination	agglutinations
aggrandize	aggrandized
aggrandize	aggrandizes
aggrandize	aggrandizing
aggravate	aggravated
aggravate	aggravates
aggravate	aggravating
aggravation	aggravations
aggregate	aggregated
aggregate	aggregated.
aggregate	aggregates
aggregate	aggregating
aggregation	aggregations
aggregator	aggregators
aggression	aggressions
aggressiveness	aggressivenesses
aggressor	aggressors
aggrieve	aggrieved
aggrieve	aggrieves
aggrieve	aggrieving
agitate	agitated
agitate	agitates
agitate	agitating
agitation	agitations
agitator	agitators
agm	agms
agnostic	agnostics
agonise	agonised
agonise	agonises
agonise	agonising
agonist	agonists
agonize	agonized
agonize	agonizes
agonize	agonizing
agony	agonies
agora	agorae
agoraphobia	agoraphobias
agoraphobic	agoraphobics
agouti	agoutis
agranulocytosis	agranulocytoses
agree	agreed
agree	agreeing
agree	agrees
agreement	agreements
agribusiness	agribusinesses
agriculturalist	agriculturalists
agriculturist	agriculturists
agrochemical	agrochemicals
agroecosystem	agroecosystems
agronomist	agronomists
agua	aguas
ague	agues
ah	ahs
aid	aided
aid	aiding
aid	aids
aide	aides
aide-de-camp	aides-de-camp
ail	ailed
ail	ailing
ail	ails
aileron	ailerons
ailment	ailments
aim	aimed
aim	aiming
aim	aims
air	aired
air	airing
air	airs
air-bladder	air-bladders
air-conditioner	air-conditioners
air-dry	air-dried
air-dry	air-dries
air-dry	air-drying
air-flow	air-flows
air-pump	air-pumps
air-raid	air-raids
air-shaft	air-shafts
airbag	airbags
airbed	airbeds
airbrick	airbricks
airbrush	airbrushed
airbrush	airbrushes
airbrush	airbrushing
airbus	airbuses
airconditioning	airconditionings
aircraft	aircrafts
aircrew	aircrews
airdrop	airdrops
aire	airig
airfield	airfields
airflow	airflows
airframe	airframes
airgun	airguns
airlane	airlanes
airletter	airletters
airlift	airlifted
airlift	airlifting
airlift	airlifts
airline	airlines
airliner	airliners
airlock	airlocks
airmail	airmailed
airmail	airmailing
airmail	airmails
airman	airmen
airplane	airplanes
airport	airports
airship	airships
airspace	airspaces
airspeed	airspeeds
airstream	airstreams
airstrike	airstrikes
airstrip	airstrips
airwave	airwaves
airway	airways
airwoman	airwomen
airy	airier
airy	airiest
aisle	aisles
aitch	aitches
ala	alae
alanine	alanines
alarm	alarmed
alarm	alarming
alarm	alarms
alarmist	alarmists
albanian	albanians
albatross	albatrosses
albedo	albedos
albinism	albinisms
albino	albinos
album	albums
albumen	albumens
albumin	albumins
alchemist	alchemists
alchemy	alchemies
alcohol	alcohols
alcoholic	alcoholics
alcoholism	alcoholisms
alcopop	alcopops
alcove	alcoves
aldehyde	aldehydes
alder	alders
alderman	aldermen
aldosterone	aldosterones
ale	ales
alert	alerted
alert	alerting
alert	alerts
alexandrine	alexandrines
alexithymia	alexithymias
alfa	alfas
alfalfa	alfalfas
alga	algae
alga	algas
algebra	algebras
algerian	algerians
alginate	alginates
algorithm	algorithms
alias	aliased
alias	aliases
alias	aliasing
alibi	alibis
alien	aliens
alienate	alienated
alienate	alienates
alienate	alienating
alienation	alienations
alight	alighted
alight	alighting
alight	alights
alight	alit
align	aligned
align	aligning
align	aligns
alignment	alignments
aliment	aliments
aliquot	aliquots
alkali	alkalies
alkali	alkalis
alkalinity	alkalinities
alkaloid	alkaloids
alkalosis	alkaloses
alkane	alkanes
alkene	alkenes
alkyl	alkyls
alkylation	alkylations
alkyne	alkynes
all-rounder	all-rounders
all-rounder	all-rounders.
allantoin	allantoins
allay	allayed
allay	allaying
allay	allays
allegation	allegations
allege	alleged
allege	alleges
allege	alleging
allegiance	allegiances
allegory	allegories
allele	alleles
allergen	allergens
allergenicity	allergenicities
allergy	allergies
alleviate	alleviated
alleviate	alleviates
alleviate	alleviating
alley	alleys
alley-way	alley-ways
alleyway	alleyways
alliance	alliances
alligator	alligators
alliteration	alliterations
allium	alliums
alloantibody	alloantibodies
allocate	allocated
allocate	allocates
allocate	allocating
allocation	allocations
allocator	allocators
allograft	allografts
allophone	allophones
allot	allots
allot	allotted
allot	allotting
allotment	allotments
allow	allowed
allow	allowing
allow	allows
allowance	allowances
alloy	alloyed
alloy	alloying
alloy	alloys
allspice	allspices
allude	alluded
allude	alludes
allude	alluding
allure	allured
allure	allures
allure	alluring
allurement	allurements
allusion	allusions
alluvium	alluvia
alluvium	alluviums
ally	allied
ally	allies
ally	allying
almanac	almanacs
almond	almonds
almshouse	almshouses
aloe	aloes
aloha	alohas
alopecia	alopecias
alpaca	alpacas
alpha	alphas
alpha-blocker	alpha-blockers
alpha-helix	alpha-helices
alpha-helix	alpha-helixes
alphabet	alphabets
alphabetize	alphabetized
alphabetize	alphabetizes
alphabetize	alphabetizing
alpine	alpines
alsatian	alsatians
also-ran	also-rans
altar	altars
alter	altered
alter	altering
alter	alters
alteration	alterations
alteration	altercations
altercation	altercations
alternate	alternated
alternate	alternates
alternate	alternating
alternation	alternations
alternative	alternatives
alternator	alternators
altimeter	altimeters
altitude	altitudes
alto	altos
altruism	altruisms
aluminium	aluminiums
aluminum	aluminums
alumna	alumnae
alumnus	alumni
alveolus	alveoli
amah	amahs
amalgam	amalgams
amalgamate	amalgamated
amalgamate	amalgamates
amalgamate	amalgamating
amalgamation	amalgamations
amanuensis	amanuenses
amaranth	amaranths
amass	amassed
amass	amasses
amass	amassing
amateur	amateurs
amaze	amazed
amaze	amazes
amaze	amazing
amazon	amazons
ambassador	ambassadors
ambiance	ambiances
ambience	ambiences
ambiguity	ambiguities
ambit	ambits
ambition	ambitions
amble	ambled
amble	ambles
amble	ambling
amblyopia	amblyopias
ambulance	ambulances
ambulanceman	ambulancemen
ambulation	ambulations
ambush	ambushed
ambush	ambushes
ambush	ambushing
ameliorate	ameliorated
ameliorate	ameliorates
ameliorate	ameliorating
amelioration	ameliorations
amen	amens
amend	amended
amend	amending
amend	amends
amendment	amendments
amenity	amenities
amenorrhea	amenorrheas
amenorrhoea	amenorrhoeas
amerce	amerced
amerce	amerces
amerce	amercing
american	americans
americanise	americanised
americanise	americanises
americanise	americanising
americanism	americanisms
americanize	americanized
americanize	americanizes
americanize	americanizing
amethyst	amethysts
amide	amides
amine	amines
amino-acid	amino-acids
aminoacid	aminoacids
aminoglycoside	aminoglycosides
amir	amirs
ammeter	ammeters
ammonia	ammonias
ammonite	ammonites
ammonium	ammoniums
ammunition	ammunitions
amnesia	amnesias
amnesty	amnesties
amniocentesis	amniocenteses
amoeba	amoebae
amoeba	amoebas
amor	amors
amortisation	amortisations
amortise	amortised
amortise	amortises
amortise	amortising
amortization	amortizations
amortize	amortized
amortize	amortizes
amortize	amortizing
amount	amounted
amount	amounting
amount	amounts
amour	amours
amp	amps
amperage	amperages
ampere	amperes
ampersand	ampersands
amphetamine	amphetamines
amphibian	amphibians
amphibole	amphiboles
amphipod	amphipods
amphitheater	amphitheaters
amphitheatre	amphitheatres
amphora	amphorae
amphora	amphoras
amphotericin	amphotericins
ample	ampler
ample	amplest
amplicon	amplicons
amplification	amplifications
amplifier	amplifiers
amplify	amplified
amplify	amplifies
amplify	amplifying
amplitude	amplitudes
ampoule	ampoules
amputate	amputated
amputate	amputates
amputate	amputating
amputation	amputations
amputee	amputees
ampère	ampères
amulet	amulets
amuse	amused
amuse	amuses
amuse	amusing
amusement	amusements
amygdala	amygdalae
amygdala	amygdalas
amyl	amyls
amylase	amylases
amyloid	amyloids
amyloidosis	amyloidoses
anachronism	anachronisms
anaconda	anacondas
anaemia	anaemias
anaerobe	anaerobes
anaesthesia	anaesthesias
anaesthesiologist	anaesthesiologists
anaesthetic	anaesthetics
anaesthetise	anaesthetised
anaesthetise	anaesthetises
anaesthetise	anaesthetising
anaesthetist	anaesthetists
anaesthetize	anaesthetized
anaesthetize	anaesthetizes
anaesthetize	anaesthetizing
anagram	anagrams
analgesia	analgesias
analgesic	analgesics
analog	analogs
analogue	analogues
analogy	analogies
analysand	analysands
analyse	analysed
analyse	analyses
analyse	analysing
analyser	analysers
analysis	analyses
analyst	analysts
analyte	analytes
analytic	analytical
analyze	analyzed
analyze	analyzes
analyze	analyzing
analyzer	analyzers
anapaest	anapaests
anaphylaxis	anaphylaxes
anarchist	anarchists
anarchy	anarchies
anastomosis	anastomoses
anathema	anathemas
anathema	anathemata
anatomist	anatomists
anatomy	anatomies
ancestor	ancestors
ancestry	ancestries
anchor	anchored
anchor	anchoring
anchor	anchors
anchorage	anchorages
anchoress	anchoresses
anchorite	anchorites
anchorman	anchormen
anchovy	anchovies
ancient	ancients
ancillary	ancillaries
and	'n'
andante	andantes
androgen	androgens
android	androids
anecdote	anecdotes
anemia	anemias
anemometer	anemometers
anemone	anemones
anesthesia	anesthesias
anesthesiologist	anesthesiologists
anesthetic	anesthetics
anesthetist	anesthetists
anesthetize	anesthetized
anesthetize	anesthetizes
anesthetize	anesthetizing
aneuploidy	aneuploidies
aneurysm	aneurysms
angel	angels
angelfish	angelfishes
angelica	angelicas
anger	angered
anger	angering
anger	angers
angina	anginas
angioedema	angioedemas
angioedema	angioedemata
angiogenesis	angiogeneses
angiogram	angiograms
angiography	angiographies
angiosperm	angiosperms
angiotensin	angiotensins
angle	angled
angle	angles
angle	angling
angler	anglers
anglican	anglicans
anglicise	anglicised
anglicise	anglicises
anglicise	anglicising
anglicize	anglicized
anglicize	anglicizes
anglicize	anglicizing
angling	anglings
anglo-saxon	anglo-saxons
anglophone	anglophones
angolan	angolans
angora	angoras
angry	angrier
angry	angriest
angstrom	angstroms
angularity	angularities
angulation	angulations
anhydrase	anhydrases
anhydride	anhydrides
aniline	anilines
animal	animals
animate	animated
animate	animates
animate	animating
animation	animations
animator	animators
animist	animists
animosity	animosities
anion	anions
anisotropy	anisotropies
ankle	ankles
anklet	anklets
ankylose	ankylosed
ankylose	ankyloses
ankylose	ankylosing
anna	annas
anneal	annealed
anneal	annealing
anneal	anneals
annex	annexed
annex	annexes
annex	annexing
annexation	annexations
annexe	annexed
annexe	annexes
annexe	annexing
annihilate	annihilated
annihilate	annihilates
annihilate	annihilating
annihilation	annihilations
anniversary	anniversaries
annotate	annotated
annotate	annotates
annotate	annotating
annotation	annotations
annotator	annotators
announce	announced
announce	announces
announce	announcing
announcement	announcements
announcer	announcers
annoy	annoyed
annoy	annoying
annoy	annoys
annoyance	annoyances
annual	annuals
annualise	annualised
annualise	annualises
annualise	annualising
annuitant	annuitants
annuity	annuities
annul	annulled
annul	annulling
annul	annuls
annulment	annulments
annulus	annuli
annulus	annuluses
anode	anodes
anodise	anodised
anodise	anodises
anodise	anodising
anodize	anodized
anodize	anodizes
anodize	anodizing
anodyne	anodynes
anoint	anointed
anoint	anointing
anoint	anoints
anomaly	anomalies
anomie	anomies
anonymise	anonymised
anonymise	anonymises
anonymise	anonymising
anophthalmia	anophthalmias
anorak	anoraks
anorexia	anorexias
anorexic	anorexics
anoxia	anoxias
answer	answered
answer	answering
answer	answers
ant	ants
ant-eater	ant-eaters
ant-hill	ant-hills
antacid	antacids
antagonise	antagonised
antagonise	antagonises
antagonise	antagonising
antagonism	antagonisms
antagonist	antagonists
antagonize	antagonized
antagonize	antagonizes
antagonize	antagonizing
ante	anted
ante	antes
ante	anting
anteater	anteaters
antecedent	antecedents
antechamber	antechambers
antedate	antedated
antedate	antedates
antedate	antedating
antelope	antelopes
antenatal	antenatals
antenna	antennae
antenna	antennas
anteroom	anterooms
anthelmintic	anthelmintics
anthem	anthems
anther	anthers
anthocyanin	anthocyanins
anthology	anthologies
anthracnose	anthracnoses
anthracycline	anthracyclines
anthrax	anthraces
anthropoid	anthropoids
anthropologist	anthropologists
anthropology	anthropologies
anti	antis
anti-abortionist	anti-abortionists
anti-biotic	anti-biotics
anti-coagulant	anti-coagulants
anti-d	anti-ds
anti-depressant	anti-depressants
anti-emetic	anti-emetics
anti-freeze	anti-freezes
anti-fungal	anti-fungals
anti-hero	anti-heroes
anti-histamine	anti-histamines
anti-inflammatory	anti-inflammatories
anti-malarial	anti-malarials
anti-oxidant	anti-oxidants
anti-retroviral	anti-retrovirals
anti-semite	anti-semites
anti-virus	anti-viruses
antiarrhythmic	antiarrhythmics
antibacterial	antibacterials
antibiogram	antibiograms
antibiotic	antibiotics
antibody	antibodies
antic	antics
anticardiolipin	anticardiolipins
anticholinergic	anticholinergics
anticholinesterase	anticholinesterases
anticipate	anticipated
anticipate	anticipates
anticipate	anticipating
anticipation	anticipations
anticlimax	anticlimaxes
anticoagulant	anticoagulants
anticonvulsant	anticonvulsants
antics	anticses
anticyclone	anticyclones
antidepressant	antidepressants
antidote	antidotes
antiemetic	antiemetics
antifreeze	antifreezes
antifungal	antifungals
antigen	antigens
antihero	antiheroes
antihistamine	antihistamines
antihypertensive	antihypertensives
antimacassar	antimacassars
antimicrobial	antimicrobials
antinomy	antinomies
antioxidant	antioxidants
antipathy	antipathies
antiplatelet	antiplatelets
antipode	antipodes
antiproton	antiprotons
antipsychotic	antipsychotics
antiquarian	antiquarians
antiquary	antiquaries
antique	antiques
antiquity	antiquities
antiretroviral	antiretrovirals
antisense	antisenses
antiseptic	antiseptics
antiserum	antisera
antiserum	antiserums
antithesis	antitheses
antitoxin	antitoxins
antitrypsin	antitrypsins
antiviral	antivirals
antivirus	antiviruses
antler	antlers
antonym	antonyms
anus	ani
anus	anuses
anvil	anvils
anxiety	anxieties
aorta	aortae
aorta	aortas
apartheid	apartheids
apartment	apartments
apatite	apatites
ape	aped
ape	apes
ape	aping
aperitif	aperitifs
aperture	apertures
apex	apexes
apex	apices
aphasia	aphasias
aphasic	aphasics
aphelion	aphelia
apheresis	aphereses
aphid	aphids
aphorism	aphorisms
aphrodisiac	aphrodisiacs
apiary	apiaries
apnea	apneas
apnoea	apnoeas
apocalypse	apocalypses
apogee	apogees
apolipoprotein	apolipoproteins
apologia	apologiae
apologia	apologias
apologise	apologised
apologise	apologises
apologise	apologising
apologist	apologists
apologize	apologized
apologize	apologizes
apologize	apologizing
apology	apologies
apoplexy	apoplexies
apoptosis	apoptoses
aporia	aporias
apostasy	apostasies
apostate	apostates
apostatize	apostatized
apostatize	apostatizes
apostatize	apostatizing
apostle	apostles
apostleship	apostleships
apostolate	apostolates
apostrophe	apostrophes
apothecary	apothecaries
apotheosis	apotheoses
app	apps
appal	appaled
appal	appaling
appal	appalled
appal	appalling
appal	appals
appall	appalled
appall	appalling
appall	appalls
apparatus	apparati
apparatus	apparatuses
apparel	apparels
apparent	apparenter
apparent	apparentest
apparition	apparitions
appeal	appealed
appeal	appealing
appeal	appeals
appear	appeared
appear	appearing
appear	appears
appearance	appearances
appease	appeased
appease	appeases
appease	appeasing
appeasement	appeasements
appellant	appellants
appellation	appellations
append	appended
append	appending
append	appends
appendage	appendages
appendectomy	appendectomies
appendicectomy	appendicectomies
appendicitis	appendicitides
appendix	appendices
appendix	appendixes
appertain	appertained
appertain	appertaining
appertain	appertains
appetiser	appetisers
appetite	appetites
appetizer	appetizers
applaud	applauded
applaud	applauding
applaud	applauds
applause	applauses
apple	apples
applet	applets
appliance	appliances
applicability	applicabilities
applicant	applicants
application	applications
applicator	applicators
applique	appliques
apply	applied
apply	applies
apply	applying
appoint	appointed
appoint	appointing
appoint	appoints
appointee	appointees
appointment	appointments
apportion	apportioned
apportion	apportioning
apportion	apportions
apportionment	apportionments
appose	apposed
appose	apposes
appose	apposing
apposition	appositions
appraisal	appraisals
appraise	appraised
appraise	appraises
appraise	appraising
appraisee	appraisees
appraiser	appraisers
appreciate	appreciated
appreciate	appreciates
appreciate	appreciating
appreciation	appreciations
apprehend	apprehended
apprehend	apprehending
apprehend	apprehends
apprehension	apprehensions
apprentice	apprenticed
apprentice	apprentices
apprentice	apprenticing
apprenticeship	apprenticeships
apprise	apprised
apprise	apprises
apprise	apprising
approach	approached
approach	approaches
approach	approaching
appropriate	appropriated
appropriate	appropriates
appropriate	appropriating
appropriation	appropriations
approval	approvals
approve	approved
approve	approves
approve	approving
approximate	approximated
approximate	approximates
approximate	approximating
approximation	approximations
appurtenance	appurtenances
apricot	apricots
april	aprils
apron	aprons
apt	apter
apt	aptest
aptitude	aptitudes
aqua	aquae
